Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet_div_2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf_div_2tf,b_div_t,b_div_tdes,h_div_tw,h_div_tdes,D_div_t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan_,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
2L,2L3X2-1/2X7/16LLBB,2L3X2-1/2X7/16LLBB,F,15.2,4.44,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.438,NaN,NaN,NaN,NaN,NaN,NaN,0.972,NaN,NaN,0.463,NaN,6.85,NaN,NaN,NaN,NaN,3.74,3.32,1.84,0.917,4.62,3.21,1.85,1.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.57,0.769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X7/16X3/8LLBB,2L3X2-1/2X7/16X3/8LLBB,F,15.2,4.44,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.438,NaN,NaN,NaN,NaN,NaN,NaN,0.972,NaN,NaN,0.463,NaN,6.85,NaN,NaN,NaN,NaN,3.74,3.32,1.84,0.917,5.97,4.05,2.22,1.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.66,0.795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X7/16X3/4LLBB,2L3X2-1/2X7/16X3/4LLBB,F,15.2,4.44,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.438,NaN,NaN,NaN,NaN,NaN,NaN,0.972,NaN,NaN,0.463,NaN,6.85,NaN,NaN,NaN,NaN,3.74,3.32,1.84,0.917,7.74,4.88,2.69,1.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.77,0.819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X3/8LLBB,2L3X2-1/2X3/8LLBB,F,13.2,3.86,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.375,NaN,NaN,NaN,NaN,NaN,NaN,0.949,NaN,NaN,0.427,NaN,8,NaN,NaN,NaN,NaN,3.3,2.9,1.61,0.924,3.94,2.71,1.58,1.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.57,0.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X3/8X3/8LLBB,2L3X2-1/2X3/8X3/8LLBB,F,13.2,3.86,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.375,NaN,NaN,NaN,NaN,NaN,NaN,0.949,NaN,NaN,0.427,NaN,8,NaN,NaN,NaN,NaN,3.3,2.9,1.61,0.924,5.1,3.43,1.9,1.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.66,0.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X3/8X3/4LLBB,2L3X2-1/2X3/8X3/4LLBB,F,13.2,3.86,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.375,NaN,NaN,NaN,NaN,NaN,NaN,0.949,NaN,NaN,0.427,NaN,8,NaN,NaN,NaN,NaN,3.3,2.9,1.61,0.924,6.52,4.15,2.27,1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.77,0.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X5/16LLBB,2L3X2-1/2X5/16LLBB,F,11.2,3.26,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.313,NaN,NaN,NaN,NaN,NaN,NaN,0.925,NaN,NaN,0.392,NaN,9.58,NaN,NaN,NaN,NaN,2.82,2.46,1.36,0.932,3.26,2.21,1.3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.57,0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X5/16X3/8LLBB,2L3X2-1/2X5/16X3/8LLBB,F,11.2,3.26,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.313,NaN,NaN,NaN,NaN,NaN,NaN,0.925,NaN,NaN,0.392,NaN,9.58,NaN,NaN,NaN,NaN,2.82,2.46,1.36,0.932,4.24,2.82,1.58,1.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.66,0.785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X5/16X3/4LLBB,2L3X2-1/2X5/16X3/4LLBB,F,11.2,3.26,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.313,NaN,NaN,NaN,NaN,NaN,NaN,0.925,NaN,NaN,0.392,NaN,9.58,NaN,NaN,NaN,NaN,2.82,2.46,1.36,0.932,5.42,3.43,1.89,1.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.76,0.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X1/4LLBB,2L3X2-1/2X1/4LLBB,F,9,2.64,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,NaN,NaN,0.9,NaN,NaN,0.36,NaN,12,NaN,NaN,NaN,NaN,2.32,2,1.11,0.94,2.59,1.72,1.04,0.991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.57,0.756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X1/4X3/8LLBB,2L3X2-1/2X1/4X3/8LLBB,F,9,2.64,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,NaN,NaN,0.9,NaN,NaN,0.36,NaN,12,NaN,NaN,NaN,NaN,2.32,2,1.11,0.94,3.31,2.22,1.23,1.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.66,0.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X1/4X3/4LLBB,2L3X2-1/2X1/4X3/4LLBB,F,9,2.64,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,NaN,NaN,0.9,NaN,NaN,0.36,NaN,12,NaN,NaN,NaN,NaN,2.32,2,1.11,0.94,4.26,2.71,1.48,1.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.76,0.806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X3/16LLBB,2L3X2-1/2X3/16LLBB,F,6.78,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.188,NaN,NaN,NaN,NaN,NaN,NaN,0.874,NaN,NaN,0.333,NaN,16,NaN,NaN,NaN,NaN,1.8,1.52,0.846,0.947,1.92,1.25,0.768,0.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.57,0.753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X3/16X3/8LLBB,2L3X2-1/2X3/16X3/8LLBB,F,6.78,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.188,NaN,NaN,NaN,NaN,NaN,NaN,0.874,NaN,NaN,0.333,NaN,16,NaN,NaN,NaN,NaN,1.8,1.52,0.846,0.947,2.46,1.63,0.915,1.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.65,0.778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2-1/2X3/16X3/4LLBB,2L3X2-1/2X3/16X3/4LLBB,F,6.78,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,0.188,NaN,NaN,NaN,NaN,NaN,NaN,0.874,NaN,NaN,0.333,NaN,16,NaN,NaN,NaN,NaN,1.8,1.52,0.846,0.947,3.13,2,1.09,1.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.75,0.802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X1/2LLBB,2L3X2X1/2LLBB,F,15.4,4.52,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,1.08,NaN,NaN,0.74,NaN,6,NaN,NaN,NaN,NaN,3.84,3.56,2,0.922,2.86,2.62,1.43,0.795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.47,0.684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X1/2X3/8LLBB,2L3X2X1/2X3/8LLBB,F,15.4,4.52,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,1.08,NaN,NaN,0.74,NaN,6,NaN,NaN,NaN,NaN,3.84,3.56,2,0.922,3.99,3.47,1.82,0.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.55,0.717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X1/2X3/4LLBB,2L3X2X1/2X3/4LLBB,F,15.4,4.52,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,1.08,NaN,NaN,0.74,NaN,6,NaN,NaN,NaN,NaN,3.84,3.56,2,0.922,5.47,4.32,2.3,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.66,0.751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X3/8LLBB,2L3X2X3/8LLBB,F,11.8,3.5,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.375,NaN,NaN,NaN,NaN,NaN,NaN,1.03,NaN,NaN,0.667,NaN,8,NaN,NaN,NaN,NaN,3.08,2.78,1.56,0.937,2.08,1.87,1.04,0.771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.48,0.675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X3/8X3/8LLBB,2L3X2X3/8X3/8LLBB,F,11.8,3.5,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.375,NaN,NaN,NaN,NaN,NaN,NaN,1.03,NaN,NaN,0.667,NaN,8,NaN,NaN,NaN,NaN,3.08,2.78,1.56,0.937,2.9,2.53,1.33,0.911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.55,0.707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X3/8X3/4LLBB,2L3X2X3/8X3/4LLBB,F,11.8,3.5,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.375,NaN,NaN,NaN,NaN,NaN,NaN,1.03,NaN,NaN,0.667,NaN,8,NaN,NaN,NaN,NaN,3.08,2.78,1.56,0.937,4.01,3.18,1.69,1.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.65,0.739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X5/16LLBB,2L3X2X5/16LLBB,F,10,2.96,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.313,NaN,NaN,NaN,NaN,NaN,NaN,1.01,NaN,NaN,0.632,NaN,9.58,NaN,NaN,NaN,NaN,2.64,2.38,1.32,0.945,1.71,1.51,0.855,0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.48,0.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X5/16X3/8LLBB,2L3X2X5/16X3/8LLBB,F,10,2.96,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.313,NaN,NaN,NaN,NaN,NaN,NaN,1.01,NaN,NaN,0.632,NaN,9.58,NaN,NaN,NaN,NaN,2.64,2.38,1.32,0.945,2.38,2.07,1.09,0.897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.56,0.702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X5/16X3/4LLBB,2L3X2X5/16X3/4LLBB,F,10,2.96,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.313,NaN,NaN,NaN,NaN,NaN,NaN,1.01,NaN,NaN,0.632,NaN,9.58,NaN,NaN,NaN,NaN,2.64,2.38,1.32,0.945,3.26,2.62,1.37,1.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.65,0.734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X1/4LLBB,2L3X2X1/4LLBB,F,8.2,2.4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,NaN,NaN,0.98,NaN,NaN,0.6,NaN,12,NaN,NaN,NaN,NaN,2.18,1.94,1.08,0.953,1.35,1.17,0.675,0.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.48,0.668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X1/4X3/8LLBB,2L3X2X1/4X3/8LLBB,F,8.2,2.4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,NaN,NaN,0.98,NaN,NaN,0.6,NaN,12,NaN,NaN,NaN,NaN,2.18,1.94,1.08,0.953,1.87,1.62,0.855,0.883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.56,0.698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X1/4X3/4LLBB,2L3X2X1/4X3/4LLBB,F,8.2,2.4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,NaN,NaN,0.98,NaN,NaN,0.6,NaN,12,NaN,NaN,NaN,NaN,2.18,1.94,1.08,0.953,2.55,2.07,1.07,1.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.65,0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X3/16LLBB,2L3X2X3/16LLBB,F,6.14,1.83,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.188,NaN,NaN,NaN,NaN,NaN,NaN,0.952,NaN,NaN,0.555,NaN,16,NaN,NaN,NaN,NaN,1.69,1.49,0.828,0.961,0.999,0.847,0.5,0.739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.49,0.666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X3/16X3/8LLBB,2L3X2X3/16X3/8LLBB,F,6.14,1.83,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.188,NaN,NaN,NaN,NaN,NaN,NaN,0.952,NaN,NaN,0.555,NaN,16,NaN,NaN,NaN,NaN,1.69,1.49,0.828,0.961,1.38,1.19,0.631,0.869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.55,0.695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L3X2X3/16X3/4LLBB,2L3X2X3/16X3/4LLBB,F,6.14,1.83,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.188,NaN,NaN,NaN,NaN,NaN,NaN,0.952,NaN,NaN,0.555,NaN,16,NaN,NaN,NaN,NaN,1.69,1.49,0.828,0.961,1.9,1.54,0.8,1.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.64,0.726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L2-1/2X2X3/8LLBB,2L2-1/2X2X3/8LLBB,F,10.6,3.1,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.375,NaN,NaN,NaN,NaN,NaN,NaN,0.826,NaN,NaN,0.433,NaN,6.67,NaN,NaN,NaN,NaN,1.83,1.96,1.09,0.766,2.06,1.79,1.03,0.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.29,0.754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L2-1/2X2X3/8X3/8LLBB,2L2-1/2X2X3/8X3/8LLBB,F,10.6,3.1,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.375,NaN,NaN,NaN,NaN,NaN,NaN,0.826,NaN,NaN,0.433,NaN,6.67,NaN,NaN,NaN,NaN,1.83,1.96,1.09,0.766,2.84,2.37,1.3,0.957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.38,0.786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L2-1/2X2X3/8X3/4LLBB,2L2-1/2X2X3/8X3/4LLBB,F,10.6,3.1,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.375,NaN,NaN,NaN,NaN,NaN,NaN,0.826,NaN,NaN,0.433,NaN,6.67,NaN,NaN,NaN,NaN,1.83,1.96,1.09,0.766,3.82,2.95,1.61,1.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.49,0.817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L2-1/2X2X5/16LLBB,2L2-1/2X2X5/16LLBB,F,9,2.64,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.313,NaN,NaN,NaN,NaN,NaN,NaN,0.803,NaN,NaN,0.388,NaN,7.99,NaN,NaN,NaN,NaN,1.58,1.68,0.93,0.774,1.71,1.47,0.855,0.804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.29,0.748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L2-1/2X2X5/16X3/8LLBB,2L2-1/2X2X5/16X3/8LLBB,F,9,2.64,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.313,NaN,NaN,NaN,NaN,NaN,NaN,0.803,NaN,NaN,0.388,NaN,7.99,NaN,NaN,NaN,NaN,1.58,1.68,0.93,0.774,2.35,1.96,1.07,0.943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.38,0.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L2-1/2X2X5/16X3/4LLBB,2L2-1/2X2X5/16X3/4LLBB,F,9,2.64,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.313,NaN,NaN,NaN,NaN,NaN,NaN,0.803,NaN,NaN,0.388,NaN,7.99,NaN,NaN,NaN,NaN,1.58,1.68,0.93,0.774,3.19,2.46,1.34,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.49,0.812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L2-1/2X2X1/4LLBB,2L2-1/2X2X1/4LLBB,F,7.24,2.14,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,NaN,NaN,0.779,NaN,NaN,0.36,NaN,10,NaN,NaN,NaN,NaN,1.31,1.38,0.762,0.782,1.35,1.14,0.675,0.794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.29,0.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2L,2L2-1/2X2X1/4X3/8LLBB,2L2-1/2X2X1/4X3/8LLBB,F,7.24,2.14,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,0.25,NaN,NaN,NaN,NaN,NaN,NaN,0.779,NaN,NaN,0.36,NaN,10,NaN,NaN,NaN,NaN,1.31,1.38,0.762,0.782,1.85,1.54,0.846,0.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.38,0.775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
